"AthenaeusUrn","HomericTextContent","HomerUrn","AlignmentUrn"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.9@καλῶς[1]-2.9@ἐπιστεφέασ[1]", "πῆ ἔβαν εὐχωλαὶ", "urn:cts:greekLit:tlg0012.tlg001.ogl01:8.229","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:8.229@πῆ[1]-8.229@εὐχωλαὶ[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.9@καλῶς[1]-2.9@ἐπιστεφέασ[1]", "ἃς ἐν Λήμνῳ ἠγοράασθε", "urn:cts:greekLit:tlg0012.tlg001.ogl01:8.230","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:8.230@ἃς[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.9@καλῶς[1]-2.9@ἐπιστεφέασ[1]", "ἃς ἐν Λήμνῳ ἠγοράασθε", "urn:cts:greekLit:tlg0012.tlg001.ogl01:8.230","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:8.230@ἐν[1]-8.230@Λήμνῳ[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.9@καλῶς[1]-2.9@ἐπιστεφέασ[1]", "ἃς ἐν Λήμνῳ ἠγοράασθε", "urn:cts:greekLit:tlg0012.tlg001.ogl01:8.230","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:8.230@ἠγοράασθε[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.9@καλῶς[1]-2.9@ἐπιστεφέασ[1]", "ἔσθοντες κρέα πολλὰ", "urn:cts:greekLit:tlg0012.tlg001.ogl01:8.231","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:8.231@ἔσθοντες[1]-8.231@πολλὰ[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.9@καλῶς[1]-2.9@ἐπιστεφέασ[1]", "πίνοντες οἴνου κρατῆρας ἐπιστεφέασ", "urn:cts:greekLit:tlg0012.tlg001.ogl01:8.232","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:8.232@πίνοντες[1]-8.232@οἴνου[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.10@οἶνον[1]-2.10@ἀρούρης[1]", "οἶνον ἐύφρονα καρπὸν ἀρούρης", "urn:cts:greekLit:tlg0012.tlg001.ogl01:3.246","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:3.246@οἶνον[1]-8.232@ἀρούρης[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.10@καὶ[1]-2.10@ἑξῆς[1]","ὃς δέ κ᾽ ἀνὴρ οἴνοιο κορεσσάμενος καὶ ἐδωδῆς","urn:cts:greekLit:tlg0012.tlg001.ogl01:19.167","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:19.167"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.10@καὶ[1]-2.10@ἑξῆς[1]","πανημέριος πολεμίζῃ","urn:cts:greekLit:tlg0012.tlg001.ogl01:19.168","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:19.168@πανημέριος[1[-@πολεμίζῃ[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.10@καὶ[1]-2.10@ἑξῆς[1]","θαρσαλέον νύ οἱ ἦτορ","urn:cts:greekLit:tlg0012.tlg001.ogl01:19.169","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:19.169@θαρσαλέον[1]-19.169@ἦτορ[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.13@ἱμερτὸν[2]-2.13@συμμίσγεται[1]","ἱμερτὸν Τιταρήσιον","urn:cts:greekLit:tlg0012.tlg001.ogl01:2.751","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:2.751@ἱμερτὸν[1]-2.751@Τιταρησσὸν[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.13@ἱμερτὸν[2]-2.13@ἦσυμμίσγεται[1]","Πηνειῷ συμμίσγεται","urn:cts:greekLit:tlg0012.tlg001.ogl01:2.753","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:2.753@Πηνειῷ[1]-2.753@συμμίσγεται[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.13@διαστέλλει[2]-2.13@πλατύν[1]","πλατέος Ἑλλήσποντον","urn:cts:greekLit:tlg0012.tlg001.ogl01:7.86","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:7.86@πλατεῖ[1]-7.86@Ἑλλησπόντῳ[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.14@οἶδε[1]-2.14@θερμόν[1]","λιαρὸν","urn:cts:greekLit:tlg0012.tlg001.ogl01:11.830","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:11.830@λιαρῷ[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.14@ἣ[1]-2.14@αἰθομένοιο[1]","ἣ μὲν γάρ φησίν ὕδατι λιαρῷ ῥέει ἀμφὶ δὲ καπνὸς","urn:cts:greekLit:tlg0012.tlg001.ogl01:22.149","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:22.149"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.14@ἣ[1]-2.14@αἰθομένοιο[1]","γίνεται ἐξ αὐτῆς ὡσεὶ πυρὸς αἰθομένοιο","urn:cts:greekLit:tlg0012.tlg001.ogl01:22.150","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:22.150"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.15@τῶν[1]-2.15@καλεῖ[1]","πετρῶν δνοφερὰ", "urn:cts:greekLit:tlg0012.tlg001.ogl01:9.15","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.15@πέτρης[1]-9.15@δνοφερὸν[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.14@ὄφρα[1]-2.14@ὠτειλῆς[1]","ὄφρα οἱ αἷμ᾽ ἔτι θερμὸν ἀνήνοθεν ἐξ ὠτειλῆς", "urn:cts:greekLit:tlg0012.tlg001.ogl01:11.266","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:11.266"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.14@ὄφρ᾽[1]-2.14@ὀρώρῃ[1]","ὄφρ᾽ αἷμα λιαρὸν καὶ γούνατ᾽ ὀρώρῃ","urn:cts:greekLit:tlg0012.tlg001.ogl01:11.477","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:11.477@ὄφρ᾽[1]-11.477@ὀρώρῃ[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.44@θρώσκουσιν[1]-2.44@ἐρέβινθοι[1]","θρώσκουσιν κύαμοι μελανόχροες ἢ ἐρέβινθοι","urn:cts:greekLit:tlg0012.tlg001.ogl01:13.589","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:13.589"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.72@ὡς[3]-2.72@ἐπινεύσομαι[1]","εἰ δ᾽ ἄγε τοι κεφαλῇ ἐπινεύσομαι","urn:cts:greekLit:tlg0012.tlg001.ogl01:1.524","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1.524@εἰ[1]-1.524@κατανεύσομαι[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:3.94@καὶ[13]-3.94@αὐτῶν[1]"," Ἥραν", "urn:cts:greekLit:tlg0012.tlg001.ogl01:14.159","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:14.159@Ἥρη[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:3.94@καὶ[13]-3.94@αὐτῶν[1]","ἐπιβουλεῦσαι","urn:cts:greekLit:tlg0012.tlg001.ogl01:14.160","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:14.160@ἐξαπάφοιτο[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:3.94@καὶ[13]-3.94@αὐτῶν[1]","Διὶ", "urn:cts:greekLit:tlg0012.tlg001.ogl01:14.160","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:14.160@Διὸς[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:4.4@ἐφ᾽[1]-4.4@ἀνέσταν[1]", "οἱ δ᾽ ἐννέα πάντες ἀνέσταν", "urn:cts:greekLit:tlg0012.tlg001.ogl01:7.161","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:7.161@οἳ[1]-7.161@ἀνέσταν[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:4.73@Ὅμηρος[1]-4.73@ἔθηκε[1]","αὐτὰρ ἐπεί ῥ᾽ ὤπτησε καὶ εἰν ἐλεοῖσιν", "urn:cts:greekLit:tlg0012.tlg001.ogl01: 9.215","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.215@αὐτὰρ[1]-9.125@ἐλεοῖσιν[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.4@αὐτόματος[1]-5.4@Μενέλαος[1]", "αὐτόματος δέ οἱ ἦλθε βοὴν ἀγαθὸς Μενέλαος", "urn:cts:greekLit:tlg0012.tlg001.ogl01: 2.408","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:2.408"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.4@ᾔδεε[1]-5.4@ἐπονεῖτο[1]", "ᾔδεε γὰρ κατὰ θυμὸν ἀδελφεὸν ὡς ἐπονεῖτο", "urn:cts:greekLit:tlg0012.tlg001.ogl01: 2.409","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:2.409"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.4@ᾔδεε[2]-5.4@ἐπονεῖτο[2]", "ᾔδεε γὰρ κατὰ θυμὸν ἀδελφεὸν ὡς ἐπονεῖτο", "urn:cts:greekLit:tlg0012.tlg001.ogl01: 2.409","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:2.409"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.5@Ὅμηρος[1]-5.5@δίαιταν[1]","Μενέλαον","urn:cts:greekLit:tlg0012.tlg001.ogl01:17.587","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:17.587@Μενέλαον[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.5@Ὅμηρος[1]-5.5@δίαιταν[1]","μαλθακὸν αἰχμητήν","urn:cts:greekLit:tlg0012.tlg001.ogl01:17.588","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:17.588@μαλθακὸς[1]-17.588@αἰχμητής[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.5@οὐ[3]-5.5@αἰχμητὴν[1]","ἐν δ᾽ αὐτὸς κίεν ᾗσι προθυμίῃσι πεποιθώς","urn:cts:greekLit:tlg0012.tlg001.ogl01:2.588","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:2.588"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.5@οὐ[3]-5.5@αἰχμητὴν[1]","μαλθακὸν αἰχμητὴν","urn:cts:greekLit:tlg0012.tlg001.ogl01:17.588","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:17.588@μαλθακὸς[1]-17.588@αἰχμητής[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.5@οἰνοβαρές[1]-5.5@βοήν[1]","οἰνοβαρές, κυνὸς ὄμματ᾽ ἔχων, κραδίην δ᾽ ἐλάφοιο","urn:cts:greekLit:tlg0012.tlg001.ogl01:1.225","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1.225"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.5@οὐ[5]-5.5@Τρωσί[1]","μαλθακὸς Μενέλαος","urn:cts:greekLit:tlg0012.tlg001.ogl01:17.79","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:17.79@ἀρήϊος-17.79@Μενέλαος[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.5@οὐ[5]-5.5@Τρωσί[1]","Πατρόκλου","urn:cts:greekLit:tlg0012.tlg001.ogl01: 17.80","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:17.80@Πατρόκλῳ[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.5@οὐ[5]-5.5@Τρωσί[1]","Τρωσί","urn:cts:greekLit:tlg0012.tlg001.ogl01:17.80","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:17.80@Τρώων[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.5@οὐ[5]-5.5@Τρωσί[1]","Εὔφορβον","urn:cts:greekLit:tlg0012.tlg001.ogl01:17.81","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:17.81@Εὔφορβον[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.7@θκαὶ[3]-5.7@θυηλάς[1]", "θεοῖσι δὲ θῦσαι ἀνώγει", "urn:cts:greekLit:tlg0012.tlg001.ogl01: 9.219","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.219@θεοῖσι[1]-9.219@ἀνώγει[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.7@θκαὶ[3]-5.7@θυηλάς[1]", "Πάτροκλον ὃν ἑταῖρον: ὃ δ᾽ ἐν πυρὶ βάλλε θυηλάς", "urn:cts:greekLit:tlg0012.tlg001.ogl01: 9.220","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.220"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.7@κοῦροι[1]-5.7@τ᾽[1]", "κοῦροι μὲν κρητῆρας ἐπεστέψαντο ποτοῖο", "urn:cts:greekLit:tlg0012.tlg001.ogl01: 9.175","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.175"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.7@κοῦροι[1]-5.7@τ᾽[1]", "νώμησαν δ᾽ ἄρα πᾶσιν ἐπαρξάμενοι δεπάεσσιν", "urn:cts:greekLit:tlg0012.tlg001.ogl01: 9.176","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.176"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.7@κοῦροι[1]-5.7@τ᾽[1]", "αὐτὰρ ἐπεὶ σπεῖσάν τ᾽", "urn:cts:greekLit:tlg0012.tlg001.ogl01: 9.177","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.177@αὐτὰρ[1]-9.177@τ᾽[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.8@αὐτὰρ[1]-5.8@θυμός[1]", "αὐτὰρ ἐπεὶ σπεῖσάν τ᾽ ἔπιόν θ᾽ ὅσον ἤθελε θυμός", "urn:cts:greekLit:tlg0012.tlg001.ogl01: 9.177","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.177"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.9@τὸ[1]-5.9@ἁμαρτήματι[1]","τερπόμενοι","urn:cts:greekLit:tlg0012.tlg001.ogl01:18.604","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18.604"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.9@τὸ[1]-5.9@ἁμαρτήματι[1]","δοιὼ δὲ κυβιστητῆρε κατ᾽ αὐτοὺς","urn:cts:greekLit:tlg0012.tlg001.ogl01: 18.605","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18.605"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.9@τὸ[1]-5.9@ἁμαρτήματι[1]","μολπῆς ἐξάρχοντες ἐδίνευον κατὰ μέσσους","urn:cts:greekLit:tlg0012.tlg001.ogl01: 18.606","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18.606"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.10@ἀλλ᾽[1]-5.10@ἔχουσαι[1]", "ἐν δὲ χορὸν ποίκιλλε περικλυτὸς Ἀμφιγυήεις", "urn:cts:greekLit:tlg0012.tlg001.ogl01: 18.590","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18.590"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.10@ἀλλ᾽[1]-5.10@ἔχουσαι[1]", "τῷ ἴκελον οἷόν ποτ᾽ ἐνὶ Κνωσσῷ εὐρείῃ", "urn:cts:greekLit:tlg0012.tlg001.ogl01: 18.591","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18.591"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.10@ἀλλ᾽[1]-5.10@ἔχουσαι[1]", "Δαίδαλος ἤσκησεν καλλιπλοκάμῳ Ἀριάδνῃ", "urn:cts:greekLit:tlg0012.tlg001.ogl01: 18.592","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18.592"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.10@ἀλλ᾽[1]-5.10@ἔχουσαι[1]", "ἔνθα μὲν ἠίθεοι καὶ παρθένοι ἀλφεσίβοιαι", "urn:cts:greekLit:tlg0012.tlg001.ogl01: 18.593","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18.593"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.10@ἀλλ᾽[1]-5.10@ἔχουσαι[1]", "ὠρχεῦντ᾽, ἀλλήλων ἐπὶ καρπῷ χεῖρας ἔχουσαι", "urn:cts:greekLit:tlg0012.tlg001.ogl01: 18.594","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18.594"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.10@τούτοις[1]-5.10@μέσσους[1]", "πολλὸς δ᾽ ἱμερόεντα χορὸν περιίσταθ᾽ ὅμιλος", "urn:cts:greekLit:tlg0012.tlg001.ogl01: 18.603","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18.603"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.10@τούτοις[1]-5.10@μέσσους[1]", "τερπόμενος", "urn:cts:greekLit:tlg0012.tlg001.ogl01: 18.604","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18:604"
"urn:cts:greekLit:tlg0008.tlg001.berti:5.10@τούτοις[1]-5.10@μέσσους[1]", "δοιὼ δὲ κυβιστητῆρε κατ᾽ αὐτοὺς", "urn:cts:greekLit:tlg0012.tlg001.ogl01: 18.605","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18.605"
